"","harass5","emailmin","emailhr","educ","polviews","advfront","snapchat","instagrm","wrkstat"
"1824","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Retired"
"1825","No",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"1826","No",0,1,16,NA,NA,"Yes","Yes","Working fulltime"
"1827",NA,0,30,16,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1828","No",NA,NA,15,"Moderate",NA,"No","Yes","Unempl, laid off"
"1829",NA,0,10,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1830","No",NA,NA,12,"Extrmly conservative",NA,"Yes","Yes","Working fulltime"
"1831",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"1832","No",0,4,13,"Slightly liberal",NA,"No","No","Retired"
"1833","No",NA,NA,12,"Moderate",NA,NA,NA,"Other"
"1834",NA,30,0,11,"Moderate","Strongly agree",NA,NA,"Keeping house"
"1835",NA,0,10,9,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1836",NA,0,1,16,"Moderate","Strongly agree",NA,NA,"Retired"
"1837",NA,NA,NA,12,"Moderate","Disagree",NA,NA,"Working fulltime"
"1838","No",NA,NA,16,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"1839","No",0,1,14,NA,NA,"No","No","Working fulltime"
"1840",NA,0,4,12,NA,"Disagree",NA,NA,"Working parttime"
"1841",NA,0,0,12,"Slightly liberal","Agree",NA,NA,"Retired"
"1842","Does not apply (i do not have a job/superior/co-worker)",NA,NA,8,"Extremely liberal",NA,NA,NA,"Retired"
"1843",NA,0,10,14,"Moderate","Agree",NA,NA,"Working fulltime"
"1844","No",NA,NA,13,"Moderate",NA,NA,NA,"Working parttime"
"1845",NA,0,0,12,"Moderate","Agree",NA,NA,"Retired"
"1846",NA,0,2,12,"Extrmly conservative","Agree",NA,NA,"Working fulltime"
"1847","No",NA,NA,15,"Extrmly conservative",NA,"Yes","No","Working fulltime"
"1848","No",0,40,16,"Slightly liberal",NA,"No","No","Working fulltime"
"1849",NA,0,1,12,"Moderate","Agree",NA,NA,"Keeping house"
"1850","Yes",NA,NA,12,"Liberal",NA,NA,NA,"Working fulltime"
"1851","Does not apply (i do not have a job/superior/co-worker)",NA,NA,17,"Slghtly conservative",NA,"No","Yes","Keeping house"
"1852","No",0,5,14,"Conservative",NA,"No","No","Working fulltime"
"1853",NA,0,10,16,"Moderate","Agree","Yes","Yes","Temp not working"
"1854",NA,0,1,14,"Conservative","Agree",NA,NA,"Working fulltime"
"1855","No",0,7,16,"Liberal",NA,"Yes","Yes","Working fulltime"
"1856",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"1857","Yes",NA,NA,14,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"1858",NA,0,1,16,"Conservative","Agree",NA,NA,"Working fulltime"
"1859","No",NA,NA,20,"Slightly liberal",NA,"No","No","Working parttime"
"1860",NA,NA,NA,11,"Slightly liberal","Disagree",NA,NA,"Working parttime"
"1861","Yes",NA,NA,15,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"1862",NA,0,2,16,"Conservative","Agree","No","No","Working parttime"
"1863","No",NA,NA,13,"Extrmly conservative",NA,"No","No","Retired"
"1864","Does not apply (i do not have a job/superior/co-worker)",0,1,14,"Liberal",NA,NA,NA,"Retired"
"1865",NA,30,0,18,"Moderate","Agree",NA,NA,"Retired"
"1866","Does not apply (i do not have a job/superior/co-worker)",NA,NA,10,"Moderate",NA,"No","No","Keeping house"
"1867","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Other"
"1868",NA,0,0,8,"Moderate","Dont know",NA,NA,"Keeping house"
"1869","No",NA,NA,14,NA,NA,"No","No","Retired"
"1870",NA,40,0,13,"Slghtly conservative","Dont know","No","Yes","Temp not working"
"1871","Does not apply (i do not have a job/superior/co-worker)",NA,NA,9,"Slghtly conservative",NA,NA,NA,"Keeping house"
"1872","No",NA,NA,12,"Liberal",NA,NA,NA,"Other"
"1873",NA,0,0,12,"Conservative","Agree",NA,NA,"Working fulltime"
"1874","Does not apply (i do not have a job/superior/co-worker)",NA,NA,13,"Moderate",NA,NA,NA,"Other"
"1875",NA,45,0,16,"Moderate","Agree","No","No","Retired"
"1876","No",0,8,15,"Slightly liberal",NA,"No","No","Retired"
"1877",NA,NA,NA,12,"Conservative","Dont know",NA,NA,"Retired"
"1878","No",NA,NA,12,"Extrmly conservative",NA,"No","No","Working fulltime"
"1879",NA,0,0,12,"Conservative","Strongly agree",NA,NA,"Retired"
"1880",NA,0,20,18,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"1881","No",NA,NA,15,"Conservative",NA,NA,NA,"Retired"
"1882","Does not apply (i do not have a job/superior/co-worker)",NA,NA,11,"Slghtly conservative",NA,NA,NA,"Retired"
"1883",NA,30,2,16,"Slightly liberal","Disagree",NA,NA,"Retired"
"1884","No",NA,NA,12,"Conservative",NA,"Yes","No","Retired"
"1885",NA,0,14,17,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1886",NA,NA,NA,10,"Slghtly conservative","Agree",NA,NA,"Temp not working"
"1887","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Conservative",NA,"Yes","No","Retired"
"1888",NA,0,0,20,"Slightly liberal","Agree",NA,NA,"Retired"
"1889",NA,0,8,20,"Slghtly conservative","Agree","No","No","Working fulltime"
"1890",NA,0,2,18,"Moderate","Strongly agree",NA,NA,"Temp not working"
"1891","No",NA,NA,17,"Conservative",NA,"No","No","Keeping house"
"1892","No",15,0,16,"Moderate",NA,"Yes","Yes","School"
"1893",NA,30,0,14,"Conservative","Agree",NA,NA,"Working fulltime"
"1894",NA,0,1,13,"Extrmly conservative","Strongly agree","Yes","Yes","Working fulltime"
"1895",NA,30,0,20,"Conservative","Agree",NA,NA,"Retired"
"1896","No",NA,NA,14,"Moderate",NA,"No","No","Working parttime"
"1897","No",0,3,17,"Conservative",NA,"No","No","Retired"
"1898",NA,0,5,13,"Moderate","Strongly agree",NA,NA,"Working parttime"
"1899","No",NA,NA,18,"Conservative",NA,NA,NA,"Working fulltime"
"1900",NA,0,22,12,"Moderate","Strongly agree","No","No","Working fulltime"
"1901",NA,0,3,14,"Conservative","Agree",NA,NA,"Working fulltime"
"1902","No",NA,NA,13,"Moderate",NA,NA,NA,"Working fulltime"
"1903","Does not apply (i do not have a job/superior/co-worker)",NA,NA,16,"Moderate",NA,"No","No","Other"
"1904",NA,0,20,13,"Moderate","Agree",NA,NA,"Working fulltime"
"1905",NA,0,0,16,"Extrmly conservative","Agree","No","No","Keeping house"
"1906",NA,0,5,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1907","No",0,2,12,"Liberal",NA,"Yes","Yes","Working fulltime"
"1908",NA,30,0,16,"Conservative","Disagree",NA,NA,"Retired"
"1909","No",NA,NA,13,"Moderate",NA,"Yes","Yes","Temp not working"
"1910",NA,0,7,12,"Extremely liberal","Agree","Yes","Yes","Working fulltime"
"1911","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"1912","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"1913",NA,0,1,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"1914","Yes",NA,NA,9,"Slghtly conservative",NA,NA,NA,"Working parttime"
"1915",NA,0,2,17,"Conservative","Strongly agree","No","No","Retired"
"1916","No",NA,NA,15,"Moderate",NA,"No","No","Working fulltime"
"1917",NA,0,3,20,"Liberal","Agree",NA,NA,"Working fulltime"
"1918","No",NA,NA,10,"Moderate",NA,"No","No","Unempl, laid off"
"1919",NA,0,12,17,"Extrmly conservative","Strongly agree","No","Yes","Working fulltime"
"1920",NA,NA,NA,11,"Moderate","Disagree",NA,NA,"Retired"
"1921","Does not apply (i do not have a job/superior/co-worker)",0,1,13,"Slghtly conservative",NA,NA,NA,"Retired"
"1922",NA,NA,NA,14,"Slghtly conservative","Agree",NA,NA,"Working parttime"
"1923",NA,NA,NA,14,NA,"Agree",NA,NA,"Retired"
"1924","No",NA,NA,10,"Conservative",NA,NA,NA,"Unempl, laid off"
"1925",NA,NA,NA,8,NA,"Disagree",NA,NA,"Retired"
"1926",NA,0,0,11,"Moderate","Agree",NA,NA,"Retired"
"1927",NA,NA,NA,12,"Conservative","Agree",NA,NA,"Retired"
"1928",NA,0,1,16,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1929","No",0,20,16,"Slightly liberal",NA,"No","Yes","Working fulltime"
"1930",NA,0,1,10,"Moderate","Agree",NA,NA,"Retired"
"1931","No",NA,NA,14,"Liberal",NA,NA,NA,"Keeping house"
"1932",NA,30,0,10,"Moderate","Strongly agree",NA,NA,"Working parttime"
"1933","No",NA,NA,16,"Moderate",NA,"No","No","Retired"
"1934",NA,0,6,16,"Liberal","Strongly agree","No","No","Working fulltime"
"1935","No",0,1,12,"Moderate",NA,"Yes","Yes","School"
"1936","No",0,7,16,"Conservative",NA,NA,NA,"Retired"
"1937",NA,0,12,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1938","Yes",NA,NA,14,"Slightly liberal",NA,NA,NA,"Working fulltime"
"1939",NA,0,1,13,"Moderate","Agree",NA,NA,"Working fulltime"
"1940","No",NA,NA,12,"Conservative",NA,NA,NA,"Keeping house"
"1941","Does not apply (i do not have a job/superior/co-worker)",NA,NA,18,"Conservative",NA,"No","No","Retired"
"1942","No",0,10,12,"Slightly liberal",NA,"No","No","Working parttime"
"1943",NA,0,30,14,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"1944",NA,NA,NA,10,"Moderate","Strongly agree",NA,NA,"Retired"
"1945","Yes",NA,NA,13,"Moderate",NA,"No","No","Working fulltime"
"1946","No",NA,NA,8,"Slghtly conservative",NA,NA,NA,"Retired"
"1947",NA,0,10,15,"Liberal","Agree",NA,NA,"School"
"1948","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"1949",NA,0,8,16,"Moderate","Agree",NA,NA,"Working fulltime"
"1950","No",NA,NA,16,"Moderate",NA,"No","No","Unempl, laid off"
"1951","No",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"1952","No",0,10,12,"Moderate",NA,"No","No","Working fulltime"
"1953",NA,0,2,12,"Extrmly conservative","Disagree",NA,NA,"Keeping house"
"1954",NA,0,2,12,"Moderate","Agree","No","No","Working fulltime"
"1955","No",NA,NA,12,"Moderate",NA,"Yes","No","Working fulltime"
"1956","No",0,3,12,"Slghtly conservative",NA,"Yes","Yes","Working fulltime"
"1957","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Retired"
"1958",NA,0,0,12,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"1959",NA,NA,NA,7,"Moderate","Strongly agree",NA,NA,"Other"
"1960","Yes",0,10,16,"Liberal",NA,"No","No","Working fulltime"
"1961",NA,0,1,12,"Extrmly conservative","Dont know",NA,NA,"Temp not working"
"1962","No",NA,NA,12,"Conservative",NA,"Yes","No","School"
"1963",NA,0,1,12,"Moderate","Strongly agree","No","No","Retired"
"1964",NA,0,1,11,"Moderate","Dont know",NA,NA,"Working fulltime"
"1965",NA,0,1,11,"Conservative","Disagree",NA,NA,"Working fulltime"
"1966","No",NA,NA,19,"Slghtly conservative",NA,"No","Yes","Temp not working"
"1967","No",0,7,16,"Liberal",NA,"No","No","Working fulltime"
"1968","No",NA,NA,16,"Conservative",NA,NA,NA,"Working fulltime"
"1969",NA,0,35,16,"Moderate","Disagree","No","Yes","Keeping house"
"1970",NA,NA,NA,12,"Conservative","Agree",NA,NA,"Keeping house"
"1971","No",0,5,18,"Slghtly conservative",NA,"No","No","Working fulltime"
"1972",NA,0,8,13,"Liberal","Dont know",NA,NA,"Working parttime"
"1973","No",NA,NA,16,"Slightly liberal",NA,"No","No","Working parttime"
"1974","No",0,0,11,"Moderate",NA,NA,NA,"Working fulltime"
"1975","No",NA,NA,12,"Slghtly conservative",NA,"No","Yes","Working fulltime"
"1976","No",NA,NA,10,"Liberal",NA,NA,NA,"Keeping house"
"1977","No",0,1,13,"Moderate",NA,"No","No","Other"
"1978",NA,0,1,17,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"1979","No",NA,NA,12,"Conservative",NA,"No","No","Working fulltime"
"1980",NA,NA,NA,7,"Liberal","Agree",NA,NA,"Other"
"1981",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"1982","No",0,1,12,"Moderate",NA,"No","No","Working fulltime"
"1983",NA,0,5,12,"Extrmly conservative","Disagree",NA,NA,"Keeping house"
"1984",NA,0,2,16,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"1985","No",NA,NA,12,"Moderate",NA,"No","Yes","Working fulltime"
"1986",NA,10,0,16,"Slghtly conservative","Agree",NA,NA,"Keeping house"
"1987",NA,0,2,12,"Conservative","Strongly disagree","No","No","Retired"
"1988",NA,0,5,16,"Extrmly conservative","Disagree",NA,NA,"Working fulltime"
"1989","No",0,1,15,"Slightly liberal",NA,"No","No","Working fulltime"
"1990",NA,0,0,11,NA,"Agree",NA,NA,"Unempl, laid off"
"1991","Yes",NA,NA,15,"Extrmly conservative",NA,"No","No","Working fulltime"
"1992",NA,0,1,12,"Extrmly conservative","Strongly agree","No","No","Keeping house"
"1993",NA,NA,NA,14,"Conservative","Agree",NA,NA,"Other"
"1994",NA,0,2,14,"Conservative","Agree","No","No","Retired"
"1995",NA,NA,NA,14,"Conservative","Dont know",NA,NA,"Retired"
"1996","No",0,0,13,"Conservative",NA,NA,NA,"Retired"
"1997","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Liberal",NA,"No","No","Retired"
"1998",NA,0,25,17,"Moderate","Strongly agree","No","No","Working fulltime"
"1999","No",NA,NA,13,"Slightly liberal",NA,NA,NA,"Working fulltime"
"2000","No",0,1,12,"Conservative",NA,"No","No","Working fulltime"
"2001",NA,30,0,19,"Extrmly conservative","Disagree",NA,NA,"School"
"2002","No",NA,NA,9,"Moderate",NA,"No","No","Working fulltime"
"2003","No",30,0,12,"Moderate",NA,NA,NA,"Retired"
"2004",NA,30,0,13,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2005","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2006",NA,0,0,14,"Moderate","Strongly agree",NA,NA,"Other"
"2007","No",NA,NA,14,"Moderate",NA,"No","No","Working parttime"
"2008",NA,0,35,16,"Conservative","Agree",NA,NA,"Working fulltime"
"2009","Yes",0,10,19,"Moderate",NA,"No","No","Working fulltime"
"2010","No",0,1,16,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"2011",NA,0,2,16,"Slightly liberal","Agree",NA,NA,"Working parttime"
"2012",NA,0,2,20,"Moderate","Strongly agree","No","No","Working fulltime"
"2013",NA,0,1,16,"Liberal","Agree",NA,NA,"Retired"
"2014","No",0,0,19,"Liberal",NA,NA,NA,"Retired"
"2015",NA,0,5,18,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2016",NA,20,0,15,"Liberal","Agree",NA,NA,"Working fulltime"
"2017","No",NA,NA,20,"Moderate",NA,"No","No","Retired"
"2018","No",0,1,16,"Moderate",NA,"Yes","Yes","Temp not working"
"2019",NA,0,0,12,"Moderate","Agree","No","No","Working fulltime"
"2020",NA,0,2,14,"Moderate","Strongly agree",NA,NA,"Retired"
"2021","Yes",NA,NA,16,"Slghtly conservative",NA,"No","No","Keeping house"
"2022","No",NA,NA,14,"Moderate",NA,NA,NA,"Retired"
"2023",NA,0,1,13,"Slghtly conservative","Agree",NA,NA,"Retired"
"2024",NA,0,0,16,"Moderate","Strongly agree",NA,NA,"Retired"
"2025","No",NA,NA,14,"Slightly liberal",NA,"Yes","No","Unempl, laid off"
"2026","No",0,1,12,"Conservative",NA,NA,NA,"Retired"
"2027","Yes",NA,NA,12,"Moderate",NA,"No","No","Unempl, laid off"
"2028",NA,NA,NA,12,"Moderate","Strongly agree",NA,NA,"Retired"
"2029","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Keeping house"
"2030","No",5,0,15,"Moderate",NA,"Yes","Yes","Working fulltime"
"2031","No",NA,NA,16,"Conservative",NA,"No","No","Retired"
"2032",NA,0,1,13,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"2033","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Working parttime"
"2034",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"2035",NA,0,2,12,"Moderate","Agree",NA,NA,"Working parttime"
"2036","Yes",NA,NA,18,"Slghtly conservative",NA,NA,NA,"Working parttime"
"2037",NA,0,2,17,"Moderate","Strongly agree","No","No","Retired"
"2038",NA,0,0,12,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2039",NA,0,4,16,"Liberal","Agree",NA,NA,"Working fulltime"
"2040",NA,0,14,14,"Moderate","Disagree","No","No","Keeping house"
"2041",NA,0,4,12,NA,"Agree",NA,NA,"Keeping house"
"2042","No",NA,NA,12,"Conservative",NA,"No","No","Working parttime"
"2043","No",0,3,11,"Extremely liberal",NA,"Yes","Yes","Working parttime"
"2044",NA,0,8,12,"Moderate","Disagree",NA,NA,"Working fulltime"
"2045","No",NA,NA,11,NA,NA,"No","No","Working parttime"
"2046","No",NA,NA,15,"Slightly liberal",NA,"No","No","Working fulltime"
"2047","No",0,16,12,"Extrmly conservative",NA,NA,NA,"Working fulltime"
"2048","No",NA,NA,12,"Moderate",NA,"No","No","Keeping house"
"2049",NA,NA,NA,17,"Moderate","Strongly agree",NA,NA,"Retired"
"2050",NA,0,1,14,"Moderate","Strongly agree",NA,NA,"Unempl, laid off"
"2051","No",NA,NA,11,"Extremely liberal",NA,NA,NA,"Working fulltime"
"2052","No",NA,NA,12,"Moderate",NA,"No","No","Other"
"2053","Does not apply (i do not have a job/superior/co-worker)",0,0,12,"Moderate",NA,NA,NA,"Keeping house"
"2054","No",NA,NA,17,"Conservative",NA,"No","Yes","Keeping house"
"2055",NA,0,5,12,"Moderate","Agree","No","No","Working fulltime"
"2056",NA,0,36,16,"Conservative","Agree",NA,NA,"Working fulltime"
"2057",NA,0,4,5,"Slghtly conservative","Disagree","No","No","Working parttime"
"2058","Yes",NA,NA,16,"Liberal",NA,"No","No","Working parttime"
"2059",NA,0,20,19,"Liberal","Strongly agree",NA,NA,"Working parttime"
"2060","Yes",NA,NA,15,"Moderate",NA,"No","No","Working fulltime"
"2061",NA,30,0,12,"Moderate","Strongly agree","No","No","Temp not working"
"2062",NA,0,1,13,"Moderate","Agree",NA,NA,"Working parttime"
"2063","Yes",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"2064",NA,NA,NA,12,"Slghtly conservative","Agree",NA,NA,"Retired"
"2065",NA,0,1,13,"Slghtly conservative","Agree",NA,NA,"Retired"
"2066","Yes",NA,NA,18,"Extremely liberal",NA,"No","No","Working fulltime"
"2067","Yes",NA,NA,12,"Slghtly conservative",NA,"No","No","Unempl, laid off"
"2068",NA,0,0,12,"Moderate","Strongly agree","No","No","Working fulltime"
"2069",NA,45,0,17,"Extremely liberal","Strongly agree","Yes","Yes","School"
"2070",NA,0,3,15,"Slightly liberal","Strongly agree","No","Yes","School"
"2071","No",0,4,16,"Moderate",NA,"Yes","Yes","School"
"2072","No",NA,NA,18,"Slghtly conservative",NA,"No","No","Working fulltime"
"2073",NA,0,5,16,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2074","No",NA,NA,20,"Liberal",NA,NA,NA,"Retired"
"2075","No",NA,NA,20,"Moderate",NA,"Yes","Yes","Working fulltime"
"2076",NA,0,0,12,"Conservative","Agree",NA,NA,"Retired"
"2077",NA,0,0,12,NA,"Agree",NA,NA,"Working fulltime"
"2078","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2079",NA,0,20,18,"Slightly liberal","Strongly agree",NA,NA,"Working parttime"
"2080","Yes",NA,NA,13,"Liberal",NA,"Yes","No","Working fulltime"
"2081","No",0,0,12,"Moderate",NA,NA,NA,"Other"
"2082","Yes",NA,NA,18,"Conservative",NA,NA,NA,"Working fulltime"
"2083","No",0,1,16,"Liberal",NA,"Yes","Yes","Temp not working"
"2084",NA,0,5,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2085","No",NA,NA,12,"Moderate",NA,"No","No","Working parttime"
"2086","No",0,2,14,"Moderate",NA,"Yes","Yes","Working parttime"
"2087","No",NA,NA,12,"Extrmly conservative",NA,"No","Yes","Working fulltime"
"2088",NA,0,15,13,"Moderate","Agree",NA,NA,"Working fulltime"
"2089","No",NA,NA,12,"Extrmly conservative",NA,"No","No","Working fulltime"
"2090","Does not apply (i do not have a job/superior/co-worker)",0,1,10,"Moderate",NA,"No","No","Keeping house"
"2091",NA,0,10,12,"Conservative","Agree",NA,NA,"Retired"
"2092","No",NA,NA,13,"Conservative",NA,NA,NA,"Retired"
"2093","No",30,0,14,"Liberal",NA,"No","No","Working fulltime"
"2094","No",NA,NA,16,NA,NA,"Yes","No","School"
"2095",NA,0,1,17,"Conservative","Agree","No","No","Retired"
"2096",NA,0,4,19,"Moderate","Strongly agree",NA,NA,"Retired"
"2097","No",NA,NA,16,"Conservative",NA,NA,NA,"Working fulltime"
"2098","No",0,3,12,"Conservative",NA,NA,NA,"Retired"
"2099","No",NA,NA,9,"Moderate",NA,"No","No","Working fulltime"
"2100",NA,0,2,16,"Liberal","Agree",NA,NA,"Working parttime"
"2101","No",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"2102",NA,0,2,12,NA,"Agree",NA,NA,"Retired"
"2103",NA,0,6,17,"Liberal","Agree","No","No","Retired"
"2104",NA,0,0,12,"Moderate","Agree",NA,NA,"Retired"
"2105",NA,0,1,15,"Liberal","Agree",NA,NA,"Working fulltime"
"2106","Yes",NA,NA,17,"Slightly liberal",NA,"No","No","Unempl, laid off"
"2107",NA,0,5,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"2108",NA,NA,NA,12,"Extrmly conservative","Disagree",NA,NA,"Working parttime"
"2109","No",NA,NA,12,"Moderate",NA,NA,NA,"Other"
"2110",NA,30,0,18,"Slightly liberal","Agree",NA,NA,"Working parttime"
"2111","No",NA,NA,13,"Liberal",NA,"No","Yes","Working parttime"
"2112","No",30,0,14,"Moderate",NA,"No","No","Keeping house"
"2113",NA,0,3,14,"Moderate","Disagree","No","No","Working fulltime"
"2114","No",NA,NA,14,"Moderate",NA,"Yes","No","Working fulltime"
"2115","No",0,4,13,"Slightly liberal",NA,"Yes","No","Working parttime"
"2116","Yes",NA,NA,11,"Moderate",NA,"No","No","Working parttime"
"2117","No",0,25,12,"Moderate",NA,"No","No","Other"
"2118",NA,0,5,13,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2119","Yes",NA,NA,13,NA,NA,"No","No","Keeping house"
"2120","No",0,2,13,"Extrmly conservative",NA,"Yes","No","Working parttime"
"2121",NA,0,20,12,"Moderate","Agree","No","No","Working fulltime"
"2122","No",0,50,16,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"2123",NA,NA,NA,16,"Moderate","Strongly agree",NA,NA,"Keeping house"
"2124","No",NA,NA,17,"Conservative",NA,"No","No","Keeping house"
"2125",NA,0,20,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2126","No",NA,NA,12,"Moderate",NA,"Yes","No","Working parttime"
"2127","No",0,4,16,"Extrmly conservative",NA,"No","No","Retired"
"2128",NA,0,25,14,"Conservative","Agree",NA,NA,"Working fulltime"
"2129","No",0,7,16,"Slghtly conservative",NA,NA,NA,"Working fulltime"
"2130",NA,0,10,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2131","No",NA,NA,16,"Conservative",NA,"No","No","Retired"
"2132",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Keeping house"
"2133","No",NA,NA,12,"Moderate",NA,"Yes","No","Working fulltime"
"2134","No",0,3,12,"Slghtly conservative",NA,"Yes","No","Working fulltime"
